"Global ID","Data Model ID","Element Name"
"001484",74832,"Referral Source"
"000559",74790,"IDEA Educational Environment for Early Childhood"
"000535",74787,"IDEA Educational Environment for School Age"
"001704",74933,"IDEA Placement Rationale"
"001634",74856,"Inclusive Setting Indicator"
"001234",74821,"Individualized Program Inclusion Minutes Per Week"
"001233",74820,"Individualized Program NonInclusion Minutes Per Week"
"001721",74869,"Authorization Acceptance Indicator"
"001725",74870,"Authorization Date"
"001722",74871,"Authorization Decision Explanation"
"001720",74872,"Authorizer Type"
"001719",74935,"IEP Authorization Document Type"
"001723",74936,"IEP Authorization Rejected Portion Description"
"001724",74937,"IEP Authorization Rejected Portion Explanation"
"001572",74853,"Person Identifier"
"001571",74844,"Person Identification System"
"001705",74941,"IEP Present Level Academic Description"
"001706",74942,"IEP Present Level Functional Description"
"001707",74943,"IEP Present Level General Education Description"
"001710",74944,"IEP Present Level Parent Concern Description"
"001708",74945,"IEP Present Level Preschool Description"
"001711",74946,"IEP Present Level Student Concern Description"
"001709",74947,"IEP Present Level Student Strengths Description"
"001165",73890,"Goal Start Date"
"001166",74818,"Goal End Date"
"000903",73882,"Goal Description"
"001698",74939,"IEP Goal Type"
"000902",73892,"Goal Success Criteria"
"000692",74794,"Competency Definition Code"
"000690",74792,"Competency Definition Statement"
"000874",74803,"Competency Definition URL"
"001690",74920,"Goal Current Performance Description"
"001697",74928,"Goal Measurement Type"
"001695",74926,"Goal Measurement Description"
"001696",74927,"Goal Measurement Schedule"
"001693",74924,"Goal Measurement Criterion Metric"
"001691",74922,"Goal Measurement Criterion Accuracy Percent"
"001692",74923,"Goal Measurement Criterion Attempts Count"
"001694",74925,"Goal Measurement Criterion Success Count"
"000326",74779,"Service Entry Date"
"000327",74780,"Service Exit Date"
"001717",74992,"Service Extends Outside School Year"
"001712",74912,"Declined Services Date"
"001488",74834,"Reason for Declined Services"
"001716",74913,"Duration Length in Minutes"
"001713",74919,"Frequency Unit"
"001715",74918,"Frequency Length"
"001714",74917,"Frequency Instances Per Cycle"
"001718",74993,"Service Setting Description"
"000273",74778,"Student Support Service Type"
"001998",75914,"Student Support Service Availability Type"
"000826",74798,"Organization Identifier"
"000827",74801,"Organization Identification System"
"001572",74848,"Person Identifier"
"001571",74839,"Person Identification System"
"000558",74788,"Special Education Support Services Category"
"000028",74769,"Assessment Title"
"000383",74782,"Assessment Accommodation Category"
"000385",74784,"Accessibility Feature Type"
"001157",74813,"Accessibility Feature Other Description"
"000415",74785,"Assessment Type Administered"
"001687",74934,"IEP Alternative Assessment Rationale"
"001701",74959,"Individualized Program Service Plan Progress Report Type"
"001699",74955,"Individualized Program Service Plan Progress Report Date"
"001700",74956,"Individualized Program Service Plan Progress Report Description"
"001698",74940,"IEP Goal Type"
"000903",74809,"Goal Description"
"001165",74816,"Goal Start Date"
"001166",74819,"Goal End Date"
"001703",74929,"Goal Status"
"001702",74930,"Goal Status Type"
"001690",74921,"Goal Current Performance Description"
"000902",74808,"Goal Success Criteria"
"000692",74795,"Competency Definition Code"
"000690",74793,"Competency Definition Statement"
"000874",74804,"Competency Definition URL"
"001689",74951,"Individualized Program Service Plan Amendment Description"
"001688",74952,"Individualized Program Service Plan Amendment Reason Description"
"000488",71855,"Disciplinary Action Taken"
"000545",71869,"Discipline Reason"
"000083",71739,"Disciplinary Action Start Date"
"000082",71738,"Disciplinary Action End Date"
"000511",71856,"Duration of Disciplinary Action"
"000514",71859,"Shortened Expulsion"
"000609",71898,"Discipline Action Length Difference Reason"
"000513",71858,"Full Year Expulsion"
"000512",71857,"Related to Zero Tolerance Policy"
"000541",71868,"IDEA Interim Removal"
"000539",71867,"IDEA Interim Removal Reason"
"000555",71872,"Discipline Method for Firearms Incidents"
"000538",71866,"Discipline Method of Children with Disabilities"
"000556",71873,"IDEA Discipline Method for Firearms Incidents"
"001322",73128,"Disciplinary Action IEP Placement Meeting Indicator"
"000578",71885,"Educational Services After Removal"
"000316",71828,"Language Type"
"000317",71829,"ISO 639-2 Language Code"
"001637",74215,"ISO 639-3 Language Code"
"001638",74222,"ISO 639-5 Language Family"
"000092",71744,"Eligibility Status for School Food Service Programs"
"001227",71917,"Status Start Date"
"001228",71982,"Status End Date"
"000086",71741,"Economic Disadvantage Status"
"000325",71613,"Participation in School Food Service Programs"
"001654",74349,"National School Lunch Program Direct Certification Indicator"
"001950",75559,"NCES SIDE Date Processed"
"001948",75560,"NCES SIDE Estimate"
"001949",75561,"NCES SIDE Standard Error"
"001951",75562,"NCES SIDE Vintage Begin Year"
"001952",75563,"NCES SIDE Vintage End Year"
"001574",74145,"Credits Required"
"001574",74147,"Credits Required"
"001518",74146,"School Courses for the Exchange of Data Course Subject Area"
"000055",74148,"Course Identifier"
"000056",74149,"Course Code System"
"001518",74150,"School Courses for the Exchange of Data Course Subject Area"
"000250",74151,"School Courses for the Exchange of Data Sequence of Course"
"001517",74152,"School Courses for the Exchange of Data Course Code"
"001516",74153,"School Courses for the Exchange of Data Course Level"
"001480",74154,"School Courses for the Exchange of Data Grade Span"
"000137",74155,"High School Course Requirement"
"000058",74156,"Credit Value"
"000125",74157,"Grade Level When Course Taken"
"000149",71769,"Homelessness Status"
"001227",71420,"Status Start Date"
"001228",71543,"Status End Date"
"000146",71766,"Homeless Primary Nighttime Residence"
"000147",71767,"Homeless Serviced Indicator"
"000148",71768,"Homeless Unaccompanied Youth Status"
"000291",71826,"Title III Immigrant Status"
"000290",71825,"Title III Immigrant Participation Status"
"001227",71983,"Status Start Date"
"001228",71984,"Status End Date"
"000529",71860,"First Entry Date into a US School"
"000180",71783,"English Learner Status"
"000590",71985,"Program Participation Start Date"
"000591",71986,"Program Participation Exit Date"
"000581",71887,"Perkins English Learner Status"
"000536",71865,"Title III Accountability Progress Status"
"000565",71877,"Title III English Learner Participation Status"
"000486",75003,"Type of Use of the Rural Low-Income Schools Program"
"001989",75565,"Home Language Survey Administration Date"
"001988",75566,"Home Language Survey Administration Indicator"
"001228",76547,"Status End Date"
"001227",76546,"Status Start Date"
"002118",76575,"Years of Program Participation"
"001071",71347,"Student Identifier"
"001075",71346,"Student Identification System"
"000189",71789,"Migrant Status"
"000590",71987,"Program Participation Start Date"
"000591",71988,"Program Participation Exit Date"
"000430",71840,"Migrant Education Program Eligibility Expiration Date"
"000185",71787,"Migrant Education Program Participation Status"
"000437",71847,"Migrant Education Program Enrollment Type"
"000186",71788,"Migrant Education Program Services Type"
"000563",71876,"Migrant Education Program Continuation of Services Status"
"000429",71839,"Continuation of Services Reason"
"000440",71850,"Migrant Education Program Project Based"
"000562",71875,"Migrant Prioritized for Services"
"000432",71842,"Migrant Student Qualifying Arrival Date"
"000171",71780,"Last Qualifying Move Date"
"000433",71843,"Qualifying Move From City"
"000434",71844,"Qualifying Move From Country"
"000435",71845,"Qualifying Move From State"
"000436",71846,"Designated Graduation School Identifier"
"000428",71838,"Birthdate Verification"
"000438",71848,"Immunization Record Flag"
"000431",71841,"Multiple Birth Indicator"
"000194",71792,"Neglected or Delinquent Program Type"
"000193",71791,"Neglected or Delinquent Status"
"000590",71989,"Program Participation Start Date"
"000591",71990,"Program Participation Exit Date"
"000635",71903,"Neglected or Delinquent Academic Achievement Indicator"
"000636",71904,"Neglected or Delinquent Academic Outcome Indicator"
"000484",71854,"Neglected or Delinquent Obtained Employment"
"001979",75572,"EDFacts Academic or Career and Technical Outcome Exit Type"
"001978",75573,"EDFacts Academic or Career and Technical Outcome Type"
"002085",76240,"Delinquent Program Type"
"002084",76241,"Neglected Program Type"
"000225",71992,"Program Type"
"000625",73697,"Program Identifier"
"000626",73696,"Program Name"
"001243",71708,"Program Participation Status"
"000590",71993,"Program Participation Start Date"
"000591",71994,"Program Participation Exit Date"
"000222",71802,"Exit Reason"
"001574",73928,"Credits Required"
"001499",73455,"Work-based Learning Opportunity Type"
"001922",75347,"Program Entry Reason"
"000323",75574,"Application Date"
"001946",75575,"Role"
"001356",75915,"Frequency of Service"
"002115",76568,"Perkins Nontraditional Type"
"002118",76576,"Years of Program Participation"
"000346",73705,"Employment Start Date"
"000795",73700,"Employment End Date"
"001064",71621,"Employment NAICS Code"
"000987",71619,"Employed While Enrolled"
"000988",71617,"Employed After Exit"
"001946",75564,"Role"
"001343",76549,"Employment Status While Enrolled"
"001557",73868,"Learner Action Actor Identifier"
"000937",73869,"Learner Action Date Time"
"001558",73870,"Learner Action Object Description"
"001559",73873,"Learner Action Object Identifier"
"001560",73876,"Learner Action Object Type"
"000934",73879,"Learner Action Type"
"000935",73880,"Learner Action Value"
"000425",75348,"Person Relationship Type"
"001929",75349,"Awaiting Foster Care Status"
"000777",75350,"Public Assistance Status"
"000775",76542,"Low-income Status"
"001935",75549,"Barrier to Internet Access In Residence"
"001976",75556,"Internet Download Speed"
"001934",75550,"Internet Access In Residence"
"001977",75557,"Internet Speed Test Date Time"
"001936",75551,"Internet Access Type In Residence"
"001975",75558,"Internet Upload Speed"
"001937",75552,"Internet Performance In Residence"
"001932",75553,"Primary Learning Device Access"
"001931",75554,"Primary Learning Device Away From School"
"001933",75555,"Primary Learning Device Provider"
"001577",76213,"Active Military Status Indicator"
"002050",76214,"Military Campaigns"
"002034",76215,"Military Country"
"002048",76216,"Military Current Rank"
"002055",76217,"Military Deployment Activity Code"
"002056",76218,"Military Deployment Activity Name"
"002052",76219,"Military Deployment Description"
"002043",76220,"Military Deployment End Date"
"002053",76221,"Military Deployment Order Description"
"002054",76222,"Military Deployment Requested By"
"002042",76223,"Military Deployment Start Date"
"002051",76224,"Military Deployment Status Code"
"002044",76225,"Military Discharge Category"
"002040",76226,"Military Discharge Date"
"002046",76227,"Military Discharge Rank"
"002037",76228,"Military Duties"
"002036",76229,"Military Expertise"
"002047",76230,"Military Highest Rank"
"002049",76231,"Military Honors"
"002039",76232,"Military Induction Date"
"002045",76233,"Military Induction Rank"
"002035",76234,"Military Occupational Specialties "
"002041",76235,"Military Release Date"
"002038",76236,"Military Service Locations"
"002114",76237,"Military Service Number"
"001578",76238,"Military Veteran Status Indicator"
"002057",76239,"National Guard Indicator"
"002018",76242,"Transportation Public Expense Eligibility Type"
"002020",76243,"Transportation State Aid Qualification Type"
"002019",76244,"Transportation Status Type"
"000115",71244,"First Name"
"000184",71247,"Middle Name"
"000172",71246,"Last or Surname"
"000121",71245,"Generation Code or Suffix"
"000212",71248,"Personal Title or Prefix"
"001514",73631,"Other First Name"
"001515",73647,"Other Middle Name"
"001513",73615,"Other Last Name"
"000206",71999,"Other Name"
"000634",72000,"Other Name Type"
"001572",74387,"Person Identifier"
"001571",74388,"Person Identification System"
"000618",72216,"Personal Information Verification"
"001945",75578,"Personal Information Type"
"000010",72130,"Address Type for Learner or Family"
"000269",72001,"Address Street Number and Name"
"000019",72002,"Address Apartment Room or Suite Number"
"000040",72003,"Address City"
"000267",72004,"State Abbreviation"
"000214",72005,"Address Postal Code"
"000190",72006,"Address County Name"
"000050",72131,"Country Code"
"000606",74261,"Latitude"
"000607",74284,"Longitude"
"001209",75365,"County ANSI Code"
"001928",75366,"Do Not Publish Indicator"
"000279",72009,"Telephone Number"
"000280",72007,"Telephone Number Type"
"000219",72008,"Primary Telephone Number Indicator"
"001928",75368,"Do Not Publish Indicator"
"001927",75369,"Telephone Number Listed Status"
